"","Hospital","Specialty","Rotation","Overall","R1","R2","R3","R4","Workload","Stress","Independence","Support","Daytime_workload","Call_workload","Lone_call","Post_call_half","Long_short_call","Call_room","Quarters","AL","Compensatory_leave","Interview","Leave_comments","Work_comments","Comments1","Comments2","class","Comments3","Education","ro"
"425","PWH","OG",2,4,3,2,1,1,5,5,2,2,4,4,"No","No","No","Yes",2,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"Quite a number of OPD duties: early pregnancy clinic, Gen gyn new case clinic, Gen gyn FU clinic, Ward FU for miscarriage...
I have assisted >50 C/S in 3 months. ~4-5 gynae elective OT
Bedside procedure....AROM... speculum, Actim PROM, cytotec insertion, propess insertion
Episiostomy repair is not compulsory","If you want to do OG, quite good actually. Training is good.
MO always west face. In general lack knowledge outside field of OG. Urgent consult medical for high BP but they have only tried one anti-HT....urgent consult medical for anti-coagulation for just a thromboses VV.
Strange practice... overuse of antibiotics. Always do useless blood culture
Some ignore all non-OG complaints
Midwives are annoying. They have no medical knowledge. They thought a sinus tachycardia was a SVT and urged you to call MO.
No blood gu in labour ward. Midwife won't do ECG for you in labour ward. 
Only junior nurses are ok and friendly.","You will always be angry here if you don't like OG","M19",NA,NA,"OG PWH"
"426","PWH","OG",2,3,3,3,3,3,3,3,1,3,3,4,"No","No","No","Yes",4,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,NA,NA,NA,"M19",NA,NA,"OG PWH"
"427","PYNEH","OG",2,3,3,3,4,4,2,3,3,2,2,3,"Yes","No","No","Yes",5,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,"ECG, blood culture during calls",NA,NA,"M19",NA,NA,"OG PYNEH"
"428","PYNEH","OG",2,5,5,5,5,5,3,2,3,5,3,2,"Yes","No","No","Yes",NA,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"heaven! good MO, not much work, compulsory admission but mostly have templates",NA,"M19",NA,NA,"OG PYNEH"
"429","QEH","OG",1,5,4,NA,NA,NA,3,3,4,4,4,4,"No","Yes","No","Yes",1,"Allow arrangement among HO","Assigned by Department",NA,NA,NA,"Perfect for those who are interested in OG as training is pretty good and MOs are nice",NA,"M19",NA,NA,"OG QEH"
"430","QEH","OG",2,5,5,5,2,2,3,3,2,5,2,4,"Yes","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO","Post call Compen :0)",NA,"Educational, allowed to do procedures like AROM, assist in C sections, lap OT, CCT; But frequent calls, leave arrangement poor; Daytime workload light in the afternoon (daily ward round only), but compulsory ward round in the morning 
Recommended if interested in doing OG, good training and supervision; Not recommended for rehab- go to places elsewhere with less calls and have some life!",NA,"M19",NA,NA,"OG QEH"
"431","QEH","OG",2,4,4,4,2,2,5,4,3,3,3,5,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO","They assign compen on ur post call day lol","Need to assist Caesar and do AROM thus obs calls mostly minimal sleep","If you wanna do OG you might like the exposure you’ll gain from this rot (eg compulsory ward round, doing AROM, case admission, assisting Caesar). I thot i like OG so I chose it... ended up hating this rot a lot hahah","8-9 calls a month (Arnd half being sleepless obs calls) = depression ... think twice before you choose it","M19",NA,NA,"OG QEH"
"432","QEH","OG",3,4,NA,NA,4,NA,1,2,1,4,3,3,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department","Need to take official Leave","Very flexible department that allowed me to place my AL AND CL together.",NA,"Other than certain wards with high levels of hormones, the work is doable and reasonable with some teaching.",NA,"M19",NA,NA,"OG QEH"
"433","QEH","OG",3,5,5,5,3,3,3,4,3,4,4,4,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO","Compenstory leave often assigned on post-call day","Most urgent bloc set by HO","Good training, workload can be heavy during daytime",NA,"M19",NA,NA,"OG QEH"
"434","QEH","OG",3,5,5,5,4,3,4,4,4,4,3,4,"No","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,NA,NA,NA,"M19",NA,NA,"OG QEH"
"435","QEH","OG",3,4,4,4,4,4,3,2,3,4,2,4,"No","Yes","No","Yes",NA,"Allow arrangement among HO","Allow arrangement among HO","Need to take official Leave",NA,"Compulsory ward admissions at night","Good",NA,"M19",NA,NA,"OG QEH"
"436","QEH","OG",3,4,5,5,4,4,3,3,3,4,2,4,"No","Yes","No","Yes",NA,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"many ARM, grey beans, 
assist CS (each HO ~40 over 3mths)","Quite good. Learning curve for grey bean/ARM may be steep for some ppl but once u get past that is ok","Our workload in Feb/Mar was much lower than Jan due to the COVID19 situation. Workload impressions may not be accurate reflections of normal R3 workloads.","M19",NA,NA,"OG QEH"
"437","QMH","OG",1,4,4,4,3,3,4,4,3,4,3,4,"No","No","No","No",2,"Assigned by Department","Allow arrangement among HO",NA,NA,NA,NA,NA,"M19",NA,NA,"OG QMH"
"438","QMH","OG",1,5,5,5,4,4,3,3,2,5,4,3,"No","Yes","No","No",4,"Assigned by Department","Allow arrangement among HO",NA,NA,NA,"Good training and some independence for if you like OG, seniors are generally nice and inclusive if they see you have heart, lots of OT opportunities and chances to do procedures if you’re proactive, but work starts quite early and need to present for grand rounds which can be stressful
Also need to see clinic but can be quite fun and someone’s there to counter sign
Obs can be occasionally busy but generally fun, General gyne is heaven, much time to chill during the day, gyne onco is very educational with lots of awesome seniors and nurses but workload can be more chur with lots of paperwork and organizational stuff to do
Gyn sometimes can have complete bed rest
Obs calls more busy but have post call half day",NA,"M19",NA,NA,"OG QMH"
"439","QMH","OG",1,5,5,5,4,4,3,1,3,5,3,3,"No","Yes","No","No",4,"Assigned by Department","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Very good ah diu",NA,"M19",NA,NA,"OG QMH"
"440","QMH","OG",2,4,4,4,3,3,2,2,2,4,3,3,"No","No","No","Yes",4,"Assigned by Department","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"less clerical work compared to other rotations, chances to go to OT",NA,"M19",NA,NA,"OG QMH"
"441","QMH","OG",2,3,3,3,4,4,3,3,2,4,3,3,"Yes","Yes","No","Yes",5,"Assigned by Department","Allow arrangement among HO","Allow arrangement among HO",NA,"Job sheets occasionally, depending on the nurse","Obs and Gyn are very different. Very happy time in General Gynae, lovely seniors, best time ever. Obs is relatively stricter and it's normal.",NA,"M19",NA,NA,"OG QMH"
"442","QMH","OG",2,4,3,3,3,3,3,3,4,3,3,3,"No","Yes","No","No",3,"Assigned by Department","Allow arrangement among HO","Need to take official Leave",NA,NA,NA,NA,"M19",NA,NA,"OG QMH"
"443","QMH","OG",3,3,4,4,2,2,2,3,3,2,3,3,"No","No","No","No",4,"Assigned by Department","Allow arrangement among HO","Allow arrangement among HO","AL 0 flexibility, assigned strictly by order during obs. Compen May be self arranged. Interview officially need to take leave but usually self arrange without telling N Shek.","ECG by HO in obs. Obs will call you urgently for anything and everything (CBC/drip/sick leave/ECG) even when it seems unnecessary. Gyn does not need to negotiate standby usg pelvis.","Clerical duties predominate. Workload not very heavy overall but often urgent. Gyne onco is quite busy with lots of non-ward duties (tumour board, radi meeting preparations, chemo-related duties). Culture can be quite hierarchial and toxic, especially gen gyn. some MOs, mostly females, are especially irritable in OT.","Do not recommend for R3/4 despite complete bed rest calls. Other hospital OGs seem better.","M19",NA,NA,"OG QMH"
"444","QMH","OG",3,4,NA,NA,2,NA,3,4,4,3,4,4,"No","Yes","No","No",4,"Assigned by Department","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"not that bad actually
we are rot 3 are lazy so we go to work late maybe around 745 for obs and 8 for gyn
still able to round some cases
obs call very chur",NA,"M19",NA,NA,"OG QMH"
"445","QMH","OG",3,3,3,3,1,1,2,4,2,2,2,3,"No","No","No","No",1,"Assigned by Department","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"this place is full of rules and protocols, you have to read through the 90 page QMH OG houseman handbook to know what is happening in this department. there are nothing much that requires your brain but the work is super mundane. NOT FOR people who does not like OG. For Obs, daytime duties are fine except you have to see OPDs on your own, Obs calls are chur because everything is hurry and you have to scrub in every Caesar (if you are black enough you can get 5 in one night). For Gynae, daytime and call workload are not chur at all but you are supposed to go back at 7:30am to round patients and there are compulsory OT duties. Gen Gyn has grand round twice a week, HO are supposed to present all cases, there are also extra meetings every Mon and Fri at 5pm. Gynae oncology is chur because you have a lot of extra work to do besides ward work. If you are from HKU you would know that even though most are okay, some seniors can be VERY HARSH here if you are not those who are very keen in OG.",NA,"M19",NA,NA,"OG QMH"
"446","QMH","OG",3,1,1,1,3,3,2,4,1,1,2,2,"No","No","No","No",2,"Assigned by Department","Allow arrangement among HO","Need to take official Leave",NA,NA,"Malignant seniors in general gynaecology. 
A department filled with bureaucracy. 
Heavy workload if you are assigned in gynae-oncology, but relatively nicer seniors. 
Obstetrics is ok. 
But in general you dont have chance to do PV exam, not a good place for people who are aiming to do OG. 
Ok-ish choice if you want to chill in rot3/4. 
",NA,"M19",NA,NA,"OG QMH"
"447","QMH","OG",3,2,2,2,2,2,3,5,2,2,2,3,"No","Yes","No","No",3,"Assigned by Department","Allow arrangement among HO","Need to take official Leave",NA,NA,"No need to consider if not interested in OG, (no need to consider even you are interested in OG lol) only minority of MOs are quite nice to HO, otherwise poor attitude towards HO, compulsory ward rounds for general gyn, compulsory postnatal ward rounds for obs, workload is fine but culture is weird: change attitude when facing seniors, word stress+++, department gender imbalance+++ (troublesome), few good things: midwives are supportive and nice, TC Pun is almost the only experienced senior that gives respect to HO and also he can really teach you something, gyn calls provide 6-8 sleeping hours on average","Do not consider QM OG as any of your intern rotations","M19",NA,NA,"OG QMH"
"448","TMH","OG",1,5,4,5,5,5,5,2,2,5,1,5,"Yes","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department",NA,NA,NA,"Chill in daytime but call could be chur. Overall highly recommend, nurse so nice",NA,"M19",NA,NA,"OG TMH"
"449","TMH","OG",1,4,4,4,3,3,3,2,3,3,3,4,"Yes","Yes","No","Yes",3,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,"Expected to admit easier cases. Need to set large gauge hep block. Do own ECGs when on call","Daytime workload very manageable for obs. Mornings busy for gyne but everyone has time to rest in the afternoons.",NA,"M19",NA,NA,"OG TMH"
"450","TMH","OG",1,2,3,3,5,5,2,1,2,1,2,3,"Yes","Yes","No","Yes",3,"Allow arrangement among HO","Allow arrangement among HO",NA,NA,NA,"good for rehab",NA,"M19",NA,NA,"OG TMH"
"451","TMH","OG",2,1,NA,1,NA,NA,4,4,3,2,4,5,"Yes","Yes","No","Yes",5,"Allow arrangement among HO","Assigned by Department","Need to take official Leave","Only allow post call (12:30) or CO/AL for interview(***)","ECG during calls; a lot of T&S + 16G blocks; drug prescribing OPD + follow consultant geh AN OPD <-- zero educational value","Mean and harsh working environment; secretary + MO + nurse + midwives are all mean af; too much gossip.","No educational value at all; no need epi; no need AROM; no need assist vaginal birth; no need to touch BBs","M19",NA,NA,"OG TMH"
"452","TMH","OG",2,2,2,2,2,2,4,4,4,3,3,5,"Yes","Yes","No","Yes",NA,"Allow arrangement among HO","Assigned by Department",NA,NA,NA,"I would not recommend this as OG centre for training. Seniors may not protect junior. There can be many c/s to 拉扒 and nurses are not nice",NA,"M19",NA,NA,"OG TMH"
"453","TMH","OG",3,2,3,3,4,5,2,2,2,4,2,3,"Yes","Yes","No","Yes",5,"Allow arrangement among HO","Assigned by Department","Need to take official Leave","Official leave for interview. They will force you to pick 4d of annual only and keep 2d flexible. If you have good colleagues, honestly the entire dept can be handled by 2-3 HO. Can secretly let people go interview but just be careful, the sec is not on your side.","Workload mainly: T&S, set drip, paperwork, ""confirm leaking"" by speculum exam, admit simple case, and assist C/S. ""Urgent"" drips / bloods (which happen often) are done by HO. Daytime duty not at all heavy, call can be busy esp if everyone needs ECG. OPD once a week.","Great for rehab, not great for learning O&G. They call MO for everything, while HO barely need to use brainpower at work. If you want to learn O&G you would have to R opportunities yourself. Go elsewhere if you actually want to learn to PV accurately / AROM / really round or admit case; there are plenty of O&G centres where you can have decent QOL and also learn a lot. If you would like 8:30-16:30 hours where you are a bloods / CS / discharge summary machine, hae + eat in HO room with other HO often, come here!","Note: MOs are generally nice, but department atmosphere is quite defensive. Note 2: R3 was during COVID outbreak, caused decreased workload for our rotation.","M19",NA,NA,"OG TMH"
"454","UCH","OG",1,3,4,4,4,4,2,4,2,5,2,4,"Yes","Yes","No","Yes",2,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Not the best training centre but definitely the most rehab OG rotation among all - no compulsory round, no compulsory OT (except during on-call), very low case load.
Can chill frequently at HO room.
In general MO are supportive and will treat you dinner if your performance is average. (And if below average, you will be in deep trouble everywhere...)
Midwives are experienced but can be mean.
Rather competitive for resident program, usually only 1-2 place per year, always recruit own Houseman.",NA,"M19",NA,NA,"OG UCH"
"455","UCH","OG",1,4,3,3,3,3,4,2,4,3,4,3,"Yes","Yes","No","Yes",2,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Quite chill, though considered to be chur among og (compulsory PV)",NA,"M19",NA,NA,"OG UCH"
